⚽世界杯,#genre#
TNTSPORT1,http://163.172.64.96:2017/live/GBa19qrcQYa3/u2c8FLfgkK/343.ts
TNTSPORT2,http://163.172.64.96:2017/live/GBa19qrcQYa3/u2c8FLfgkK/344.ts
TNTSPORT4,http://163.172.64.96:2017/live/GBa19qrcQYa3/u2c8FLfgkK/346.ts
Eurosport1,http://163.172.64.96:2017/live/GBa19qrcQYa3/u2c8FLfgkK/351.ts
Eurosport2,http://163.172.64.96:2017/live/GBa19qrcQYa3/u2c8FLfgkK/352.ts

🇯🇵日本,#genre#
NHKG,https://naori-test.netgenx.site/pxx.php?shk_cid=hdgd01
NHKG,https://naori-test.netgenx.site/pxx.php?shk_cid=gx06
NHKBS,https://naori-test.netgenx.site/pxx.php?shk_cid=bs11
NHKBSP,https://naori-test.netgenx.site/pxx.php?shk_cid=bs01
NHKE,https://naori-test.netgenx.site/pxx.php?shk_cid=hdgd02
日本テレビ,https://naori-test.netgenx.site/pxx.php?shk_cid=hdgd03
日本テレビ,https://naori-test.netgenx.site/pxx.php?shk_cid=gx04
TBS,https://naori-test.netgenx.site/pxx.php?shk_cid=hdgd04
TBS,https://naori-test.netgenx.site/pxx.php?shk_cid=gx01
フジテレビ,https://naori-test.netgenx.site/pxx.php?shk_cid=hdgd05
フジテレビ,https://naori-test.netgenx.site/pxx.php?shk_cid=gx03
テレビ朝日,https://naori-test.netgenx.site/pxx.php?shk_cid=hdgd06
テレビ朝日,https://naori-test.netgenx.site/pxx.php?shk_cid=gx02
テレビ東京,https://naori-test.netgenx.site/pxx.php?shk_cid=hdgd07
テレビ東京,https://naori-test.netgenx.site/pxx.php?shk_cid=gx05
BS日テレ,https://naori-test.netgenx.site/pxx.php?shk_cid=bs02
BSTBS,https://naori-test.netgenx.site/pxx.php?shk_cid=bs04
BSフジ,https://naori-test.netgenx.site/pxx.php?shk_cid=bs06
BS朝日,https://naori-test.netgenx.site/pxx.php?shk_cid=bs03
BSテレ東,https://naori-test.netgenx.site/pxx.php?shk_cid=bs05
ディスカバリー,https://naori-test.netgenx.site/pxx.php?shk_cid=cs08
ナショジオ,https://naori-test.netgenx.site/pxx.php?shk_cid=cs10
ヒストリー,https://naori-test.netgenx.site/pxx.php?shk_cid=cs09
アニマルプラネット,https://naori-test.netgenx.site/pxx.php?shk_cid=cs24
旅チャンネル,https://naori-test.netgenx.site/pxx.php?shk_cid=cs12
MondoTV,https://naori-test.netgenx.site/pxx.php?shk_cid=cs21
V☆パラダイス,http://haru.charandom.blog/stream/jp/v_paradise_nsfw/stream-output.m3u8?mode=hls
JCOM,https://naori-test.netgenx.site/pxx.php?shk_cid=bs31
東映,https://naori-test.netgenx.site/pxx.php?shk_cid=cs27
日本映画,https://naori-test.netgenx.site/pxx.php?shk_cid=bs23
ムービープラス,https://naori-test.netgenx.site/pxx.php?shk_cid=cs14
BS10プレミアム,https://naori-test.netgenx.site/pxx.php?shk_cid=bs08
衛星劇場,https://naori-test.netgenx.site/pxx.php?shk_cid=cs22
WOWOWプライム,https://naori-test.netgenx.site/pxx.php?shk_cid=bs12
WOWOWライブ,https://naori-test.netgenx.site/pxx.php?shk_cid=bs20
WOWOWシネマ,https://naori-test.netgenx.site/pxx.php?shk_cid=bs07
WOWOWプラス,http://haru.charandom.blog/stream/jp/wowow_plus/stream-output.m3u8?mode=hls
Neco,http://haru.charandom.blog/stream/jp/neco_ch/stream-output.m3u8?mode=hls
ザ･シネマ,http://haru.charandom.blog/stream/jp/the_cinema/stream-output.m3u8?mode=hls
ムービープラス,https://naori-test.netgenx.site/pxx.php?shk_cid=cs14
アクション,http://haru.charandom.blog/stream/jp/action_channel_(axn)/stream-output.m3u8?mode=hls
ミステリー,http://haru.charandom.blog/stream/jp/mystery_channel/stream-output.m3u8?mode=hls
ホームドラマ,https://naori-test.netgenx.site/pxx.php?shk_cid=cs05
時代劇,https://naori-test.netgenx.site/pxx.php?shk_cid=cs04
ファミリー劇場,https://naori-test.netgenx.site/pxx.php?shk_cid=cs20
宝塚歌劇,https://naori-test.netgenx.site/pxx.php?shk_cid=cs28
歌謡ポップス,https://naori-test.netgenx.site/pxx.php?shk_cid=cs13
GAORA,https://naori-test.netgenx.site/pxx.php?shk_cid=cs17
プロレス・格闘技,http://haru.charandom.blog/stream/jp/fighting_tv_samurai/stream-output.m3u8?mode=hls
囲碁・将棋,http://haru.charandom.blog/stream/jp/shogi_channel/stream-output.m3u8?mode=hls
スカイA,https://naori-test.netgenx.site/pxx.php?shk_cid=cs01
JSports1,https://naori-test.netgenx.site/pxx.php?shk_cid=bs18
JSports2,https://naori-test.netgenx.site/pxx.php?shk_cid=bs19
JSports3,https://naori-test.netgenx.site/pxx.php?shk_cid=bs21
JSports4,https://naori-test.netgenx.site/pxx.php?shk_cid=bs22
ゴルフネットワーク,https://naori-test.netgenx.site/pxx.php?shk_cid=cs03
BS釣りビジョン,https://naori-test.netgenx.site/pxx.php?shk_cid=bs25
鉄道,http://haru.charandom.blog/stream/jp/tetsudo_channel/stream-output.m3u8?mode=hls
銀河,https://naori-test.netgenx.site/pxx.php?shk_cid=cs29
Dlife,http://haru.charandom.blog/stream/jp/dlife/stream-output.m3u8?mode=hls
LaLaTV,https://naori-test.netgenx.site/pxx.php?shk_cid=cs19
日テレG+,https://naori-test.netgenx.site/pxx.php?shk_cid=cs02
TBSNEWS,
フジテレビNEXT,https://naori-test.netgenx.site/pxx.php?shk_cid=cs26
TOKYOMX1,https://naori-test.netgenx.site/pxx.php?shk_cid=hdgd08
TOKYOMX2,http://haru.charandom.blog/stream/jp/tokyo_mx2/stream-output.m3u8?mode=hls
KBS京都,http://haru.charandom.blog/stream/jp/kbs/stream-output.m3u8?mode=hls
サンテレビ,https://naori-test.netgenx.site/pxx.php?shk_cid=gx07

NHKG,http://58.82.168.138:5002/hdgd01.m3u8?token=guoziyun&channel=zhongying
NHKG,http://58.82.168.138:5002/gd01.m3u8?token=guoziyun&channel=zhongying
NHKG,http://58.82.168.138:5002/gx06.m3u8?token=guoziyun&channel=zhongying
NHKBS,http://58.82.168.138:5002/bs11.m3u8?token=guoziyun&channel=zhongying
NHKBSP,http://58.82.168.138:5002/bs01.m3u8?token=guoziyun&channel=zhongying
NHKE,http://58.82.168.138:5002/hdgd02.m3u8?token=guoziyun&channel=zhongying
日本テレビ,http://58.82.168.138:5002/hdgd03.m3u8?token=guoziyun&channel=zhongying
日本テレビ,http://58.82.168.138:5002/gd03.m3u8?token=guoziyun&channel=zhongying
日本テレビ,http://58.82.168.138:5002/gx04.m3u8?token=guoziyun&channel=zhongying
TBS,http://58.82.168.138:5002/hdgd04.m3u8?token=guoziyun&channel=zhongying
TBS,http://58.82.168.138:5002/gd04.m3u8?token=guoziyun&channel=zhongying
TBS,http://58.82.168.138:5002/gx01.m3u8?token=guoziyun&channel=zhongying
フジテレビ,http://58.82.168.138:5002/hdgd05.m3u8?token=guoziyun&channel=zhongying
フジテレビ,http://58.82.168.138:5002/gd05.m3u8?token=guoziyun&channel=zhongying
フジテレビ,http://58.82.168.138:5002/gx03.m3u8?token=guoziyun&channel=zhongying
テレビ朝日,http://58.82.168.138:5002/hdgd06.m3u8?token=guoziyun&channel=zhongying
テレビ朝日,http://58.82.168.138:5002/gd06.m3u8?token=guoziyun&channel=zhongying
テレビ朝日,http://58.82.168.138:5002/gx02.m3u8?token=guoziyun&channel=zhongying
テレビ東京,http://58.82.168.138:5002/hdgd07.m3u8?token=guoziyun&channel=zhongying
テレビ東京,http://58.82.168.138:5002/gd07.m3u8?token=guoziyun&channel=zhongying
テレビ東京,http://58.82.168.138:5002/gx05.m3u8?token=guoziyun&channel=zhongying
BS日テレ,http://58.82.168.138:5002/bs02.m3u8?token=guoziyun&channel=zhongying
BSTBS,http://58.82.168.138:5002/bs04.m3u8?token=guoziyun&channel=zhongying
BSフジ,http://58.82.168.138:5002/bs06.m3u8?token=guoziyun&channel=zhongying
BS朝日,http://58.82.168.138:5002/bs03.m3u8?token=guoziyun&channel=zhongying
BSテレ東,http://58.82.168.138:5002/bs05.m3u8?token=guoziyun&channel=zhongying
ディスカバリー,http://58.82.168.138:5002/cs08.m3u8?token=guoziyun&channel=zhongying
ナショジオ,http://58.82.168.138:5002/cs10.m3u8?token=guoziyun&channel=zhongying
ヒストリー,http://58.82.168.138:5002/cs09.m3u8?token=guoziyun&channel=zhongying
アニマルプラネット,http://58.82.168.138:5002/cs24.m3u8?token=guoziyun&channel=zhongying
旅チャンネル,http://58.82.168.138:5002/cs12.m3u8?token=guoziyun&channel=zhongying
MondoTV,http://58.82.168.138:5002/cs21.m3u8?token=guoziyun&channel=zhongying
JCOM,http://58.82.168.138:5002/bs31.m3u8?token=guoziyun&channel=zhongying
東映,http://58.82.168.138:5002/cs27.m3u8?token=guoziyun&channel=zhongying
日本映画,http://58.82.168.138:5002/bs23.m3u8?token=guoziyun&channel=zhongying
ムービープラス,http://58.82.168.138:5002/cs14.m3u8?token=guoziyun&channel=zhongying
BS10プレミアム,http://58.82.168.138:5002/cs08.m3u8?token=guoziyun&gid=cs08&channel=zhongying
衛星劇場,http://58.82.168.138:5002/cs22.m3u8?token=guoziyun&channel=zhongying
スカイA,http://58.82.168.138:5002/cs01.m3u8?token=guoziyun&channel=zhongying
WOWOWプライム,http://58.82.168.138:5002/bs12.m3u8?token=guoziyun&channel=zhongying
WOWOWライブ,http://58.82.168.138:5002/bs20.m3u8?token=guoziyun&channel=zhongying
WOWOWシネマ,http://58.82.168.138:5002/bs07.m3u8?token=guoziyun&channel=zhongying
スターチャンネル1,http://58.82.168.138:5002/bs08.m3u8?token=guoziyun&channel=zhongying
スターチャンネル2,http://58.82.168.138:5002/bs27.m3u8?token=guoziyun&channel=zhongying
スターチャンネル3,http://58.82.168.138:5002/bs28.m3u8?token=guoziyun&channel=zhongying
ホームドラマ,http://58.82.168.138:5002/cs05.m3u8?token=guoziyun&channel=zhongying
時代劇,http://58.82.168.138:5002/cs04.m3u8?token=guoziyun&channel=zhongying
ファミリー劇場,http://58.82.168.138:5002/cs20.m3u8?token=guoziyun&channel=zhongying
宝塚歌劇,http://58.82.168.138:5002/cs28.m3u8?token=guoziyun&channel=zhongying
歌謡ポップス,http://58.82.168.138:5002/cs13.m3u8?token=guoziyun&channel=zhongying
GAORA,http://58.82.168.138:5002/cs17.m3u8?token=guoziyun&channel=zhongying
MTV,http://58.82.168.138:5002/cs18.m3u8?token=guoziyun&channel=zhongying
ミュージックジャパン,http://58.82.168.138:5002/cs06.m3u8?token=guoziyun&channel=zhongying
LaLa,http://58.82.168.138:5002/cs19.m3u8?token=guoziyun&channel=zhongying
スペースシャワー,http://58.82.168.138:5002/bs26.m3u8?token=guoziyun&channel=zhongying
JSports1,http://58.82.168.138:5002/bs18.m3u8?token=guoziyun&channel=zhongying
JSports2,http://58.82.168.138:5002/bs19.m3u8?token=guoziyun&channel=zhongying
JSports3,http://58.82.168.138:5002/bs21.m3u8?token=guoziyun&channel=zhongying
JSports4,http://58.82.168.138:5002/bs22.m3u8?token=guoziyun&channel=zhongying
ゴルフネットワーク,http://58.82.168.138:5002/cs03.m3u8?token=guoziyun&channel=zhongying
BS釣りビジョン,http://58.82.168.138:5002/bs25.m3u8?token=guoziyun&channel=zhongying
銀河,http://58.82.168.138:5002/cs29.m3u8?token=guoziyun&channel=zhongying
日テレG+,http://58.82.168.138:5002/cs02.m3u8?token=guoziyun&channel=zhongying
TBSNEWS,http://58.82.168.138:5002/cs11.m3u8?token=guoziyun&channel=zhongying
フジテレビNEXT,http://58.82.168.138:5002/cs26.m3u8?token=guoziyun&channel=zhongying

ガキの使い,https://hamada.gaki-no-tsukai.stream/hls/test.m3u8

NHKG/live.php?ch=1626&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=a1ce7d8508b9b7bc11bae0b9a106e44c73157fcc3726735c15a68e09145d7f00
NHKG/live.php?ch=1627&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=30e6706e4e8b8767b752cf982a7a6f8f5d24ff0aa03d162b396adf29f87a08af
NHKG/live.php?ch=1636&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=6ffd658c46cb24754eec91998f1e37b479e3389a26794b98d049490cbf809fda
NHKBS/live.php?ch=1644&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=28b43d87e9e7b15bdff97d08d4ddefe97627718f9bfa06d2ee3e3fba284b173c
NHKBS/live.php?ch=1645&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=e19dd782f97051b656d9d9f4cc3303f35dd653936ecb22e8f73e7b6af0f10392
NHKBSP/live.php?ch=1656&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=d6de58e0397018624b7da0952dd1c1cbb53e3560975214208b57a787123ddebd
NHKE/live.php?ch=1628&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=84f040ff7604e5eedf78e8c2359ac04bf83f46f0991b682e14c6eef2c24b2762
日本テレビ/live.php?ch=1629&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=55557c14abce15f21a81b1cd8e0ce6610955819b83522e1cb28ec05555dbe9c7
日本テレビ/live.php?ch=1643&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=eff7fc87a1197ffdcef65e5a8cddcec8c022a75018380d61bbb83bda82ac7dd3
TBS/live.php?ch=1631&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=b8391f0948a3fe0cef3b4fe5748a49a43d15b02313a5701263bac25f335f4b5f
TBS/live.php?ch=1638&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=d7fcf76c84b7bee4989c69de1245cb19bbafa75729d87ca0aca43cba199a6e66
フジテレビ/live.php?ch=1633&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=3e3eb1f00e71cfa6ece281e12758b1037beac88a804c232f5c1f119031e5b088
フジテレビ/live.php?ch=1642&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=0fd78e2da306338cd3574c887a9bd50adb52e1b2d23e209890b46526778b20e1
テレビ朝日/live.php?ch=1630&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=111bfa8843f4f69b7764215d395821e75ec08bd061757218269ccc82e8f9fd56
テレビ朝日/live.php?ch=1640&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=668fd5568472778d753ef018f8488405893c249e47dafc6f16591756a489d110
テレビ東京/live.php?ch=1632&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=297eb91c2aad2b85d77e189b14dab15d6be058d7dff07a7573587e3b9aa7d630
テレビ東京/live.php?ch=1641&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=f11e1bd0d7cb1de3358a049b142cb4d8826f10834675f9d8772762cbfd1ee014
TOKYOMX1/live.php?ch=1634&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=1c3d9d1edd8cf62ba1d61521d6d07de5f8764ed9a2323f1ac3eadc5655f1e545
TOKYOMX2/live.php?ch=1635&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=ddc7e21b9c4dd479d26f4d466fb6cfc23fb95d96b14437816f82228bd9c4616f
サンテレビ/live.php?ch=1637&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=639d8756ec0769a54e2392f3d92194a50de1c9d343e81dfeba0ab01452907e7d
KBS京都/live.php?ch=1639&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=a1af7d3b0ad57927c6ec21f07054a9f5e3f60869939380bf9a65e3fffea75779
BS日テレ/live.php?ch=1646&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=35daaa4c2781333e461acbd780d5940cf4ed9fddeba976d9367dd11a2ede79f7
BSTBS/live.php?ch=1648&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=2a81d505579817947172b9dce72e76a3e8f8b57a5a996283abf54ba9efaa0a99
BSフジ/live.php?ch=1650&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=7c47b6788371eee1e8deb12312c35362fc37385f97c60660f4e0a82e78956f63
BS朝日/live.php?ch=1647&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=18e2850871de1ab5512fcb3437ee02f9a3e6d1cc7abd705ae87a2035aa5e4170
BSテレ東/live.php?ch=1649&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=68a994dafb2a9e916370098e5928706b099d84e4f11be47b67492123492d3dbb
ディスカバリー/live.php?ch=1722&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=036f748373880fd7e2471eb7ff94d17a6c48214f827f80bceef1dc5bf8ab8449
アニマルプラネット/live.php?ch=1723&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=8bd31481fc6e84f4b0036397f88c9b7f8b82c3bdff199c743e1cfcc822a1b12f
ヒストリー/live.php?ch=1724&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=46a4f71fccbfc6f66039d942ac56d1a6fdd797fa2f50de3d39a867c4499facb2
ナショジオ/live.php?ch=1725&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=bbb5630e371b0acf828477f383f762dd45c5ab93855035e9a9fac5eedbc43166
BS吉本/live.php?ch=1655&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=02316ab899e1945412f37010cacef2d695af0637bc98cf9a10df7d1d7edbfa98
JCOM/live.php?ch=1654&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=5cd3bf6d794225885c29a131182b4317c4c2863bd08721ffeae3c2727db865ab
BS10プレミアム/live.php?ch=1660&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=94553ae70104d2835d532b5dfdef665f7e01033ce6dd5d1a6a52d7d3117b5c07
WOWOWプライム/live.php?ch=1657&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=66d662ddd7381fe83ddd700b9d4d60553c1e7aa5a1d7ed6a91a5ccad84e69193
WOWOWライブ/live.php?ch=1658&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=bb4482f81daf0a78b4866fb383b965b343005a6364aa4fb0d6f3277d493dcf04
WOWOWシネマ/live.php?ch=1659&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=c3553019bf3282bd7e78d110e6a55b630b76fd34bb19de5c38795a91eac510e2
WOWOWプラス/live.php?ch=1661&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=4468d2444a149438231641de84da3c4cfdfe5db4e574c07cef1137e5bac54628
東映/live.php?ch=1683&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=244134ceeff4de78a110fb5b1f188bc70ad131927ad90477c5378db1bb07468c
衛星劇場/live.php?ch=1684&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=907096de228e3963158ab05e248ca17d8e6fadaa84077f5a289dc8d846c3abad
Neco/live.php?ch=1685&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=264cc6ddfc5a29a3494acc579235e202d8cc9ceb3481864f294451516ab2300c
ザ･シネマ/live.php?ch=1686&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=dae567221425fa28f4f6b9673f6ca6e864a2c958e32dfbbf54f316097dea75df
ムービープラス/live.php?ch=1687&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=0370e90f2d327c5c573c2cb5b9e68c6385c9a14ad2825179e0ec7db01f7981f5
日本映画/live.php?ch=1688&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=ae307b51d8e30595e632cedfa5dcb0d6f460959755d548368f5aa109b3282e61
時代劇/live.php?ch=1689&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=0b32b2d0af01c150950a06341c34641bcffb93b899c2280e6ef328a5a5addfd2
ファミリー劇場/live.php?ch=1690&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=9227a156047afc6aa9dcf23c437d1f807ced0f106420fd3b3ad1b20ccd3d1a77
ホームドラマ/live.php?ch=1691&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=d880a1597282f901d996e39f2eeff6e1b2def9880ada612e5f5e19446c2d9e25
宝塚歌劇/live.php?ch=1715&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=46cb1d2fc4934fb552539c4b88b64dc5731a22e5617d9836bde22e7abae3400e
JSport1/live.php?ch=1672&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=d764307f3b7b034a82909374f270dd2ecd8888d8b1be6e03fb1f91e366832d9d
JSport2/live.php?ch=1673&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=e996ab9e5bcd8a64df2cabcdaee359b4c88379c5c7cf79bf81fd11aa1947d9d7
JSport3/live.php?ch=1674&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=8940b9c87dcdc791b6f99b134711f8e5f88fc16cd634a11bdc0bb2b629bdb84d
JSport4/live.php?ch=1675&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=4725174c74de3bd3bd690e734697ea1d316789b7c1ad879b4fd79a03c1ad5bf9
ペット/live.php?ch=1728&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=a617a3e654b3d3dc3e6c9d45034504183ed178e793f7d77dcdf9d48fd62314b6
キャンプ・アウトドア/live.php?ch=1729&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=4d35663ca3003610f99d0ac0de19bfc7bae20090888f9e7862eeb7eca5ebb8ca
今日のごはんなに?/live.php?ch=1730&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=32d598eb9d605102c55960ed71bc8300b1ee365fd3206ac5405549f4108c91eb
観るたび/live.php?ch=1731&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=7923ac9d2a747ec173b07b214a8784c5d4f14383b8cf24f54795ad20b954f1a8
MondoTV/live.php?ch=1732&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=3923ac0cca056bd6ea30d825ca4f2396ae361d9ba0bee8f41d75fa57376b55e1
ぴあ落語ざんまい/live.php?ch=1737&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=cd7f4ae132fe6b8478561d6d3abc66abce7bbcb64fedb4fb46dcdd988106fa82
FASHIONPLUS/live.php?ch=1738&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=08a564a4dff97fbd22eacb23eea348e9c41dac578ba89eb505b91d384139a101
韓流/live.php?ch=1745&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=1420105f1d4ece6acbcc52fdc49d651064e03457c8150b5a18cd63e25b90f47c
V☆パラダイスhttps://tv123.cc.cd/live.php?ch=1746&sid=33e6572106d67b0e17d9db8fc5dd4a37&exp=1783873269&sig=f66c6b173948046bf6d412fdc35d61a17df8566d461fa72f404044aaf51a2994

NHKG,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd01&isp=5
NHKG,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd01&isp=5
NHKG,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx06&isp=5
NHKBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs11&isp=5
NHKBSP,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01&isp=5
NHKE,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd02&isp=5
日本テレビ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd03&isp=5
日本テレビ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd03&isp=5
日本テレビ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx04&isp=5
TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd04&isp=5
TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd04&isp=5
TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx01&isp=5
フジテレビ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd05&isp=5
フジテレビ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd05&isp=5
フジテレビ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx03&isp=5
テレビ朝日,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd06&isp=5
テレビ朝日,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd06&isp=5
テレビ朝日,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx02&isp=5
テレビ東京,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=hdgd07&isp=5
テレビ東京,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd07&isp=5
テレビ東京,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx05&isp=5
BS日テレ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02&isp=5
BSTBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs04&isp=5
BSフジ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs06&isp=5
BS朝日,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03&isp=5
BSテレ東,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs05&isp=5
ディスカバリー,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs08&isp=5
ナショジオ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs10&isp=5
ヒストリー,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs09&isp=5
アニマルプラネット,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs24&isp=5
旅チャンネル,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs12&isp=5
MondoTV,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs21&isp=5
JCOM,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs31&isp=5
東映,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs27&isp=5
日本映画,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs23&isp=5
ムービープラス,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs14&isp=5
衛星劇場,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs22&isp=5
スカイA,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs01&isp=5
WOWOWプライム,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs12&isp=5
WOWOWライブ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs20&isp=5
WOWOWシネマ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs07&isp=5
